tokens,slots,intent
BOS show me the first class and coach flights from jfk to miami EOS,O O O O B-class_type I-class_type O B-class_type O O B-fromloc.airport_code O B-toloc.city_name O,no_msg
BOS sfo to denver on monday november eleventh 1991 EOS,O B-fromloc.airport_code O B-toloc.city_name O B-depart_date.day_name B-depart_date.month_name B-depart_date.day_number B-depart_date.year O,no_msg
BOS show me the first class and coach flights between jfk and orlando EOS,O O O O B-class_type I-class_type O B-class_type O O B-fromloc.airport_code O B-toloc.city_name O,no_msg
BOS what's the lowest round trip fare from bwi to any city EOS,O O O B-cost_relative B-round_trip I-round_trip O O B-fromloc.airport_code O O O O,no_msg
BOS what flights are between dfw and oakland EOS,O O O O O B-fromloc.airport_code O B-toloc.city_name O,no_msg
BOS what is the cost of a round trip ticket first class between oak and atl EOS,O O O O O O O B-round_trip I-round_trip O B-class_type I-class_type O B-fromloc.airport_code O B-toloc.airport_code O,no_msg
BOS how do i get from bwi to washington EOS,O O O O O O B-fromloc.airport_code O B-toloc.city_name O,no_msg
BOS what is the earliest flight that i can get from bwi to boston logan EOS,O O O O B-flight_mod O O O O O O B-fromloc.airport_code O B-toloc.city_name B-toloc.airport_name O,no_msg
BOS i would like a nonstop flight from jfk to las vegas on march second EOS,O O O O O B-flight_stop O O B-fromloc.airport_code O B-toloc.city_name I-toloc.city_name O B-arrive_date.month_name B-arrive_date.day_number O,no_msg
BOS i need the flight numbers of flights leaving from cleveland and arriving at dallas EOS,O O O O O O O O O O B-fromloc.city_name O O O B-toloc.city_name O,no_msg
BOS what is the flight number of the earliest flight between boston and washington dc EOS,O O O O O O O O B-flight_mod O O B-fromloc.city_name O B-toloc.city_name B-toloc.state_code O,no_msg
BOS flight number from dallas to houston EOS,O O O O B-fromloc.city_name O B-toloc.city_name O,no_msg
BOS i would like the flight number and the time for the cheapest fare that is the least expensive first class fare from san francisco to pittsburgh leaving after 8 pm monday night EOS,O O O O O O O O O B-flight_time O O B-cost_relative O O O O B-cost_relative I-cost_relative B-class_type I-class_type O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O B-depart_time.time_relative B-depart_time.time I-depart_time.time B-depart_date.day_name B-depart_time.period_of_day O,no_msg
BOS what is the flight number for the continental flight which leaves denver at 1220 pm and goes to san francisco EOS,O O O O O O O O B-airline_name O O O B-fromloc.city_name O B-depart_time.time I-depart_time.time O O O B-toloc.city_name I-toloc.city_name O,no_msg
BOS flight numbers from chicago to seattle on continental EOS,O O O O B-fromloc.city_name O B-toloc.city_name O B-airline_name O,no_msg
BOS please show me the return flight number from toronto to st. petersburg EOS,O O O O O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O,no_msg
BOS may i have a listing of flight numbers from columbus ohio to minneapolis minnesota on monday EOS,O O O O O O O O O O B-fromloc.city_name B-fromloc.state_name O B-toloc.city_name B-toloc.state_name O B-depart_date.day_name O,no_msg
BOS flight numbers from seattle to chicago on continental EOS,O O O O B-fromloc.city_name O B-toloc.city_name O B-airline_name O,no_msg
BOS flight number from houston to dallas EOS,O O O O B-fromloc.city_name O B-toloc.city_name O,no_msg
BOS flight numbers from columbus to minneapolis tomorrow EOS,O O O O B-fromloc.city_name O B-toloc.city_name B-depart_date.today_relative O,no_msg
BOS flight numbers from chicago to seattle EOS,O O O O B-fromloc.city_name O B-toloc.city_name O,no_msg
BOS i need flight numbers for those flights departing on thursday before 8 am from oakland going to salt lake city EOS,O O O O O O O O O O B-depart_date.day_name B-depart_time.time_relative B-depart_time.time I-depart_time.time O B-fromloc.city_name O O B-toloc.city_name I-toloc.city_name I-toloc.city_name O,no_msg
BOS list the number of flights arriving in dallas fort worth from boston before noon EOS,O O O O O O O O B-toloc.city_name I-toloc.city_name I-toloc.city_name O B-fromloc.city_name B-arrive_time.time_relative B-arrive_time.time O,no_msg
BOS flight numbers on american airlines from phoenix to milwaukee EOS,O O O O B-airline_name I-airline_name O B-fromloc.city_name O B-toloc.city_name O,no_msg
BOS what are the flight numbers of the flights which go from san francisco to washington via indianapolis EOS,O O O O O O O O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O B-stoploc.city_name O,no_msg
BOS what car rentals are available next sunday from denver airport EOS,O O B-transport_type I-transport_type O O B-depart_date.date_relative B-depart_date.day_name O B-fromloc.airport_name I-fromloc.airport_name O,no_msg
BOS i'll need a rental car at the atlanta airport can you show me what's available EOS,O O O O B-transport_type I-transport_type O O B-airport_name I-airport_name O O O O O O O,no_msg
BOS can i have a rental car in houston EOS,O O O O O B-transport_type I-transport_type O B-city_name O,no_msg
BOS what are the rental car rates in dallas EOS,O O O O B-transport_type I-transport_type O O B-city_name O,no_msg
BOS rental car in baltimore EOS,O B-transport_type I-transport_type O B-city_name O,no_msg
BOS what do you know about car rental in denver EOS,O O O O O O B-transport_type I-transport_type O B-city_name O,no_msg
BOS what are the costs of car rental in dallas EOS,O O O O O O B-transport_type I-transport_type O B-city_name O,no_msg
BOS what are the rental car rates in san francisco EOS,O O O O B-transport_type I-transport_type O O B-city_name I-city_name O,no_msg
BOS what about a car rental in denver EOS,O O O O B-transport_type I-transport_type O B-city_name O,no_msg
BOS is there an airport limousine at the atlanta airport EOS,O O O O B-transport_type I-transport_type O O B-airport_name I-airport_name O,no_msg
BOS can i get a rental car in dallas EOS,O O O O O B-transport_type I-transport_type O B-city_name O,no_msg
BOS is there taxi service at the ontario airport EOS,O O O B-transport_type I-transport_type O O B-airport_name I-airport_name O,no_msg
BOS can you list costs of denver rental cars EOS,O O O O O O B-city_name B-transport_type I-transport_type O,no_msg
BOS show me the car rentals in baltimore EOS,O O O O B-transport_type I-transport_type O B-city_name O,no_msg
BOS what is the cost of the air taxi operation at philadelphia international airport EOS,O O O O O O O B-transport_type I-transport_type I-transport_type O B-airport_name I-airport_name I-airport_name O,no_msg
BOS show me a list of rental car fares at boston airport EOS,O O O O O O B-transport_type I-transport_type O O B-airport_name I-airport_name O,no_msg
BOS explain restriction ap please EOS,O O O B-restriction_code O O,no_msg
BOS explain restriction ap80 EOS,O O O B-restriction_code O,no_msg
BOS what does ap57 mean EOS,O O O B-restriction_code O O,no_msg
BOS what is the meaning of restriction ap80 EOS,O O O O O O O B-restriction_code O,no_msg
BOS list all of the daily flights arriving in denver between 8 and 9 pm EOS,O O O O O B-flight_days O O O B-toloc.city_name O B-arrive_time.start_time O B-arrive_time.end_time I-arrive_time.end_time O,no_msg
BOS show me flights arriving in baltimore from pittsburgh between 4 and 5 pm EOS,O O O O O O B-toloc.city_name O B-fromloc.city_name O B-arrive_time.start_time O B-arrive_time.end_time I-arrive_time.end_time O,no_msg
BOS the cheapest flights between boston and philadelphia which arrive between 3 and 5 o'clock on tuesday EOS,O O B-cost_relative O O B-fromloc.city_name O B-toloc.city_name O O O B-arrive_time.start_time O B-arrive_time.end_time I-arrive_time.end_time O B-arrive_date.day_name O,no_msg
BOS which flights travel from las vegas to los angeles california and arrive on april ninth between 4 and 5 pm EOS,O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name B-toloc.state_name O O O B-arrive_date.month_name B-arrive_date.day_number O B-arrive_time.start_time O B-arrive_time.end_time I-arrive_time.end_time O,no_msg
BOS flights from pittsburgh to baltimore arriving between 4 and 5 pm EOS,O O O B-fromloc.city_name O B-toloc.city_name O O B-arrive_time.start_time O B-arrive_time.end_time I-arrive_time.end_time O,no_msg
BOS show flights from denver to oakland arriving between 12 and 1 o'clock EOS,O O O O B-fromloc.city_name O B-toloc.city_name O O B-arrive_time.start_time O B-arrive_time.end_time I-arrive_time.end_time O,no_msg
BOS is there a flight from pittsburgh to baltimore that arrives between 6 and 7 pm EOS,O O O O O O B-fromloc.city_name O B-toloc.city_name O O O B-arrive_time.start_time O B-arrive_time.end_time I-arrive_time.end_time O,no_msg
BOS what nonstop flights are available from oakland to philadelphia arriving between 5 and 6 pm EOS,O O B-flight_stop O O O O B-fromloc.city_name O B-toloc.city_name O O B-arrive_time.start_time O B-arrive_time.end_time I-arrive_time.end_time O,no_msg
BOS list all flights arriving in denver between 8 and 9 pm EOS,O O O O O O B-toloc.city_name O B-arrive_time.start_time O B-arrive_time.end_time I-arrive_time.end_time O,no_msg
BOS show me all the flights on america west and twa from las vegas to jfk on a friday EOS,O O O O O O O B-airline_name I-airline_name O B-airline_code O B-fromloc.city_name I-fromloc.city_name O B-toloc.airport_code O O B-depart_date.day_name O,no_msg
BOS flights from la guardia to jfk EOS,O O O B-fromloc.airport_name I-fromloc.airport_name O B-toloc.airport_code O,no_msg
BOS what's the lowest round trip fare from atlanta to bwi EOS,O O O B-cost_relative B-round_trip I-round_trip O O B-fromloc.city_name O B-toloc.airport_code O,no_msg
BOS show me a return flight from miami to jfk please EOS,O O O O B-round_trip O O B-fromloc.city_name O B-toloc.airport_code O O,no_msg
BOS show me the flights from atlanta to bwi EOS,O O O O O O B-fromloc.city_name O B-toloc.airport_code O,no_msg
BOS what is the earliest flight between logan and bwi EOS,O O O O B-flight_mod O O B-fromloc.airport_name O B-toloc.airport_code O,no_msg
BOS show me all flights from boston to dfw EOS,O O O O O O B-fromloc.city_name O B-toloc.airport_code O,no_msg
BOS what is the cheapest flight from boston to bwi EOS,O O O O B-cost_relative O O B-fromloc.city_name O B-toloc.airport_code O,no_msg
BOS all flights phoenix to sfo EOS,O O O B-fromloc.city_name O B-toloc.airport_code O,no_msg
BOS what are the fares for flights between atlanta and dfw EOS,O O O O O O O O B-fromloc.city_name O B-toloc.airport_code O,no_msg
BOS could you give me the schedule of flights for american and delta to dfw on august fifteenth EOS,O O O O O O B-flight_time O O O B-airline_name O B-airline_name O B-toloc.airport_code O B-depart_date.month_name B-depart_date.day_number O,no_msg
BOS what's the earliest flight from boston to bwi that serves dinner EOS,O O O B-flight_mod O O B-fromloc.city_name O B-toloc.airport_code O O B-meal_description O,no_msg
BOS show all flights from miami to jfk EOS,O O O O O B-fromloc.city_name O B-toloc.airport_code O,no_msg
BOS what flights are there on wednesday evening or thursday morning from denver to sfo EOS,O O O O O O B-depart_date.day_name B-depart_time.period_of_day B-or B-depart_date.day_name B-depart_time.period_of_day O B-fromloc.city_name O B-toloc.airport_code O,no_msg
BOS what are the fares for flights between atlanta and dfw provided by delta airlines EOS,O O O O O O O O B-fromloc.city_name O B-toloc.airport_code O O B-airline_name I-airline_name O,no_msg
BOS does eastern airlines fly early in the morning between logan and bwi EOS,O O B-airline_name I-airline_name O B-depart_time.period_mod O O B-depart_time.period_of_day O B-fromloc.airport_name O B-toloc.airport_code O,no_msg
BOS what flights are there on wednesday evening from denver to sfo EOS,O O O O O O B-depart_date.day_name B-depart_time.period_of_day O B-fromloc.city_name O B-toloc.airport_code O,no_msg
BOS list la EOS,O O B-city_name O,no_msg
BOS what are the cities served by delta airlines EOS,O O O O O O O B-airline_name I-airline_name O,no_msg
BOS where is lester pearson airport EOS,O O O B-airport_name I-airport_name I-airport_name O,no_msg
BOS what cities does continental service EOS,O O O O B-airline_name O O,no_msg
BOS show me the cities served by canadian airlines international EOS,O O O O O O O B-airline_name I-airline_name I-airline_name O,no_msg
BOS are there any other cities that i can fly from boston to dallas through that i can get a flight earlier than 1017 in the morning EOS,O O O O O O O O O O O B-fromloc.city_name O B-toloc.city_name O O O O O O O B-depart_time.time_relative O B-depart_time.time O O B-depart_time.period_of_day O,no_msg
BOS what cities does northwest fly to EOS,O O O O B-airline_name O O O,no_msg
BOS where is general mitchell international located EOS,O O O B-airport_name I-airport_name I-airport_name O O,no_msg
BOS where is mco EOS,O O O B-airport_code O,no_msg
BOS which cities does united airlines service EOS,O O O O B-airline_name I-airline_name O O,no_msg
BOS show me city served both by nationair and canadian airlines international EOS,O O O O O O O B-airline_name O B-airline_name I-airline_name I-airline_name O,no_msg
